Email,Full name,Age,Gender,Low-So,Medical Condition,How often do you consume outside food?,Do you monitor salt intake?,Have you used any smart spoon?,Are you willing to try one?,Would you recommend it?,How important is taste in your meals?,What feature would you prefer?,Do you use any suggestions for reducing salt?,Any suggestions/comments?,Salt1,Salt2,Salt3,Salt4,Salt5,Salt6,Salt7,Salt8,Salt9,Salt10
rachellee@yahoo.com,Tiffany Hubbard,24,Male,Yes,Yes,Daily,Sometimes,No,No,Yes,Important,Adjustable,Yes,Affect dog there itself money beautiful commercial.,N/A,1/2 tsp,1/2 tsp,N/A,Too Bland,1/2 tsp,Too Salty,Perfect,1/4 tsp,Too Salty
melissaterrell@harrington-morris.org,Megan Russell,57,Male,No,No,Daily,Sometimes,No,Yes,No,Important,Automated,No,Out it task significant speak change century performance prepare.,Too Bland,Too Bland,Too Bland,1/4 tsp,More than 1 tsp,Too Salty,Perfect,N/A,1/2 tsp,Too Salty
bdavis@sims.biz,Jennifer Sullivan,33,Other,No,Yes,Not applicable,Never,Maybe,No,Yes,Neutral,Mobile App,Yes,Language age lawyer Congress nearly affect any ask point.,Too Salty,1/2 tsp,1/4 tsp,More than 1 tsp,More than 1 tsp,Too Salty,1/4 tsp,1/2 tsp,Perfect,N/A
schneidermichael@bates.net,Susan Hill,58,Female,Yes,Yes,Monthly,Always,No,No,Yes,Neutral,Simple UI,Yes,Point build institution purpose guess choice each opportunity.,N/A,More than 1 tsp,1/4 tsp,1/2 tsp,N/A,N/A,N/A,Perfect,N/A,More than 1 tsp
dsmith@gmail.com,Janice Turner,30,Male,Yes,No,Not applicable,Never,Yes,No,Yes,Neutral,Adjustable,Yes,Beyond including star on fast.,N/A,Too Salty,Too Bland,N/A,1/2 tsp,1/4 tsp,1/2 tsp,1/4 tsp,More than 1 tsp,Too Bland
jvelasquez@yahoo.com,Cassandra Clark,62,Male,No,No,Weekly,Always,No,Maybe,Yes,Neutral,Voice Control,Yes,Serve despite the population card them ability cold voice voice.,Perfect,1/2 tsp,N/A,N/A,Too Bland,1/2 tsp,1/4 tsp,1/2 tsp,1/2 tsp,Too Salty
patriciaturner@gmail.com,Bradley Browning,50,Male,Yes,No,Monthly,Never,Maybe,No,Maybe,Very Important,Mobile App,No,Attention just TV international ask.,1/4 tsp,1/2 tsp,1/2 tsp,More than 1 tsp,More than 1 tsp,N/A,More than 1 tsp,Too Salty,Too Bland,N/A
nlowe@yahoo.com,David Green,65,Male,No,Yes,Monthly,Never,No,Maybe,No,Neutral,Voice Control,Yes,Decade law movie research center dream service five recent.,Perfect,Too Salty,1/4 tsp,More than 1 tsp,More than 1 tsp,Too Salty,More than 1 tsp,Perfect,More than 1 tsp,1/2 tsp
melissasoto@yahoo.com,Anne Powers,23,Other,No,No,Rarely,Never,Yes,No,No,Neutral,Automated,Yes,American most travel expert order career stage kitchen any listen else.,Too Bland,1/4 tsp,More than 1 tsp,1/2 tsp,1/4 tsp,Perfect,More than 1 tsp,Perfect,More than 1 tsp,Too Salty
ianbrown@hotmail.com,Lisa Luna,65,Male,Yes,Yes,Not applicable,Never,No,No,Yes,Very Important,Automated,No,Rate your interview realize develop save follow.,1/2 tsp,Too Bland,1/2 tsp,Too Salty,Perfect,Perfect,Perfect,Too Salty,Perfect,1/2 tsp
ysmith@hotmail.com,Dylan Morgan,21,Other,Yes,Yes,Not applicable,Sometimes,Maybe,No,Yes,Important,Automated,Yes,Short conference standard happen child record.,More than 1 tsp,More than 1 tsp,More than 1 tsp,Too Salty,Too Bland,1/2 tsp,Too Bland,N/A,Too Bland,Too Salty
marcwright@hotmail.com,David Atkins,64,Male,No,Yes,Weekly,Sometimes,Maybe,Yes,Yes,Neutral,Mobile App,No,Agency act or whose state where institution stop.,Too Bland,Perfect,Too Bland,N/A,More than 1 tsp,Perfect,N/A,N/A,Too Salty,Too Salty
cbarrett@yahoo.com,Dennis Herman,56,Other,No,No,Rarely,Always,Maybe,Maybe,Maybe,Not Important,Voice Control,Yes,Ball man claim every last reason.,Too Salty,N/A,Perfect,1/2 tsp,More than 1 tsp,Too Salty,Too Salty,1/2 tsp,Perfect,Too Salty
jonathanwilson@hotmail.com,Brianna Berry,65,Male,Yes,Yes,Monthly,Always,No,Maybe,Maybe,Very Important,Adjustable,Yes,Sing occur arm defense leg.,Perfect,Perfect,1/4 tsp,Perfect,More than 1 tsp,1/2 tsp,Too Bland,More than 1 tsp,1/2 tsp,1/4 tsp
salazarjessica@yahoo.com,Brian Hood,27,Male,No,Yes,Rarely,Never,No,Maybe,Maybe,Not Important,Automated,No,Drop marriage total wish car.,1/2 tsp,Too Salty,Perfect,Too Bland,N/A,Perfect,1/4 tsp,Too Bland,Too Bland,N/A
lee90@fleming.com,John Patrick,58,Other,No,Yes,Monthly,Never,Maybe,Yes,Maybe,Neutral,Simple UI,No,Participant such article particular six between as.,More than 1 tsp,More than 1 tsp,More than 1 tsp,N/A,1/2 tsp,Too Salty,1/4 tsp,1/2 tsp,1/2 tsp,Too Salty
lgardner@bailey.com,Thomas Davis,37,Male,Yes,No,Not applicable,Always,No,Yes,No,Very Important,Voice Control,Yes,Until medical parent against music minute decision under realize trouble.,Perfect,1/2 tsp,Perfect,Too Salty,1/4 tsp,More than 1 tsp,1/4 tsp,1/4 tsp,1/4 tsp,Perfect
bishopglenn@yahoo.com,Christopher Lopez,32,Female,Yes,Yes,Rarely,Sometimes,Yes,No,No,Neutral,Simple UI,No,Spend official as total performance central three.,More than 1 tsp,1/2 tsp,Perfect,1/2 tsp,Too Salty,More than 1 tsp,Too Bland,1/4 tsp,Too Salty,More than 1 tsp
jeremy88@johnson.biz,Paul Spence,37,Female,Yes,Yes,Weekly,Never,Yes,Maybe,Maybe,Neutral,Automated,No,Ten upon maintain must remain possible hot.,More than 1 tsp,1/4 tsp,Too Bland,N/A,1/4 tsp,More than 1 tsp,More than 1 tsp,1/4 tsp,More than 1 tsp,Perfect
rmiller@hotmail.com,Thomas Hayes,37,Female,Yes,No,Weekly,Never,No,Yes,No,Very Important,Mobile App,Yes,Imagine such including rock establish force.,1/2 tsp,Too Bland,1/2 tsp,Perfect,Too Salty,Too Bland,Perfect,N/A,N/A,1/4 tsp
richard41@yahoo.com,Michael Norton,36,Male,No,Yes,Monthly,Sometimes,Maybe,Yes,Yes,Neutral,Adjustable,Yes,Tax paper human benefit chance three necessary final best central.,1/4 tsp,More than 1 tsp,More than 1 tsp,Perfect,Too Bland,Too Bland,Perfect,1/4 tsp,Too Bland,1/2 tsp
jackhurley@miller.biz,Michael Rodriguez,56,Other,Yes,Yes,Not applicable,Never,No,No,Maybe,Not Important,Adjustable,No,Theory exist picture should its.,More than 1 tsp,Too Bland,More than 1 tsp,1/4 tsp,Perfect,Perfect,Perfect,N/A,Perfect,Perfect
hernandezjennifer@yahoo.com,Kayla Dunn,22,Male,Yes,Yes,Daily,Sometimes,Maybe,Maybe,Maybe,Neutral,Voice Control,Yes,Mind enjoy suddenly state firm heart actually poor.,Perfect,Perfect,Perfect,N/A,1/4 tsp,Too Salty,1/2 tsp,1/4 tsp,1/4 tsp,N/A
alowe@jacobson.org,Patricia Trujillo,21,Other,No,Yes,Monthly,Never,Yes,Maybe,Yes,Important,Simple UI,No,Thing manager difficult some laugh western interesting again.,N/A,Too Salty,Too Salty,Perfect,More than 1 tsp,1/2 tsp,N/A,Perfect,Perfect,Too Bland
shannonbenson@mendez.biz,Rebecca Peterson,48,Other,Yes,No,Monthly,Sometimes,Maybe,Yes,Maybe,Important,Mobile App,Yes,Popular sense country radio everything outside.,More than 1 tsp,1/2 tsp,N/A,Too Salty,Too Bland,Too Bland,Too Salty,Too Salty,1/2 tsp,Too Salty
michelledouglas@yahoo.com,Deborah Richardson,60,Male,No,No,Not applicable,Sometimes,Yes,Maybe,Maybe,Neutral,Mobile App,No,Relate store design unit still thing movement goal food.,1/4 tsp,1/4 tsp,Perfect,More than 1 tsp,1/4 tsp,1/2 tsp,1/2 tsp,Too Bland,More than 1 tsp,1/2 tsp
lyang@hotmail.com,Lauren Walker,42,Female,No,Yes,Daily,Never,Maybe,Maybe,Yes,Not Important,Adjustable,No,Ready lead agree year too raise option partner allow.,Perfect,N/A,1/4 tsp,More than 1 tsp,Perfect,N/A,Too Bland,Perfect,1/2 tsp,More than 1 tsp
hbailey@brown-cardenas.org,Mark Perez,51,Other,No,Yes,Weekly,Always,Yes,No,Yes,Important,Simple UI,Yes,Economy from itself business wide wish physical skill report.,1/2 tsp,Too Bland,More than 1 tsp,N/A,More than 1 tsp,N/A,N/A,More than 1 tsp,1/2 tsp,Too Salty
austin14@hotmail.com,Brianna Martin,45,Female,No,No,Rarely,Never,Yes,Yes,Yes,Not Important,Adjustable,Yes,Act civil part along market line.,Too Salty,1/4 tsp,Perfect,N/A,N/A,1/2 tsp,Too Salty,Too Salty,1/2 tsp,Perfect
greentony@shelton.com,Cathy Gilbert,37,Male,Yes,No,Monthly,Sometimes,Yes,No,Yes,Important,Simple UI,Yes,Can even young control director too sport relationship itself surface.,Too Salty,Too Salty,Too Bland,More than 1 tsp,Too Bland,Perfect,More than 1 tsp,1/4 tsp,1/2 tsp,More than 1 tsp
megan45@english-king.com,Michael Fernandez,62,Female,Yes,No,Not applicable,Never,No,Yes,No,Neutral,Adjustable,Yes,Ten southern public may scientist worker stand whole suddenly.,More than 1 tsp,Too Bland,Perfect,Too Salty,1/4 tsp,Perfect,Too Salty,N/A,Too Bland,More than 1 tsp
shawn77@hotmail.com,Andrew Jones,21,Other,No,No,Weekly,Always,Yes,No,No,Important,Automated,Yes,Score against voice ground serious scientist.,1/4 tsp,1/2 tsp,N/A,More than 1 tsp,1/4 tsp,Too Salty,Too Bland,1/4 tsp,1/2 tsp,Too Salty
reidfrank@yahoo.com,Cody Salas,40,Male,No,Yes,Rarely,Always,Maybe,No,Maybe,Not Important,Adjustable,Yes,All family interview someone rise government myself offer.,N/A,Perfect,N/A,Too Salty,Perfect,1/2 tsp,Too Salty,Too Bland,1/4 tsp,Too Salty
alexandra43@yahoo.com,Douglas Velasquez,36,Other,No,Yes,Daily,Sometimes,No,No,No,Very Important,Simple UI,Yes,Future production live international off road just education life character.,Too Salty,Too Bland,Too Bland,Perfect,Too Bland,1/2 tsp,More than 1 tsp,More than 1 tsp,Too Salty,Perfect
phillip84@gmail.com,Brittany Martin,48,Male,Yes,Yes,Rarely,Never,Yes,Yes,Yes,Very Important,Automated,No,Light federal them national beautiful professional short early end necessary.,Too Salty,Too Bland,1/2 tsp,N/A,Too Bland,Too Bland,Perfect,N/A,1/2 tsp,Perfect
sdominguez@hotmail.com,Jeffrey Contreras,41,Male,No,Yes,Weekly,Never,Maybe,Maybe,Yes,Very Important,Voice Control,Yes,Ago both whom political when.,N/A,Too Salty,Too Salty,Too Salty,N/A,1/4 tsp,Too Bland,Perfect,1/4 tsp,Too Bland
wilkinsmatthew@mckay.com,Paul Vasquez,63,Other,No,Yes,Weekly,Always,Maybe,Yes,Yes,Important,Adjustable,Yes,Apply similar speech size take reveal center believe care democratic.,Too Salty,Too Bland,Perfect,Too Salty,1/2 tsp,Perfect,More than 1 tsp,Too Bland,N/A,Perfect
jonathantaylor@yahoo.com,Victor Cooper,44,Female,Yes,No,Daily,Sometimes,No,Maybe,Yes,Important,Mobile App,Yes,Most garden expect include the.,More than 1 tsp,More than 1 tsp,1/4 tsp,N/A,Too Bland,Too Salty,Perfect,Too Bland,N/A,Too Salty
kathrynmorrison@hotmail.com,Henry Payne,44,Female,Yes,No,Weekly,Always,Maybe,Maybe,No,Very Important,Adjustable,Yes,Method anything forward discuss recently.,1/2 tsp,N/A,N/A,More than 1 tsp,Too Bland,N/A,Perfect,1/2 tsp,1/4 tsp,Too Salty
kelleyjulia@yahoo.com,Eileen Avila,23,Male,No,No,Not applicable,Always,Maybe,Maybe,Yes,Neutral,Voice Control,No,Relate compare collection story remain reality simply community control.,More than 1 tsp,1/4 tsp,More than 1 tsp,N/A,1/4 tsp,1/4 tsp,Too Salty,Too Salty,1/4 tsp,More than 1 tsp
umiller@castro.info,Michael Powell,47,Other,No,No,Rarely,Always,No,Maybe,Maybe,Not Important,Simple UI,No,Inside all for check report former.,1/4 tsp,Too Bland,1/2 tsp,1/4 tsp,N/A,Too Salty,Perfect,More than 1 tsp,1/2 tsp,Perfect
cabrerajohn@hall-kline.com,Mark George,62,Other,Yes,Yes,Weekly,Never,No,Maybe,No,Not Important,Mobile App,No,Across admit financial that job ability Democrat modern realize.,Too Bland,Too Salty,Too Salty,N/A,N/A,1/2 tsp,N/A,Perfect,Too Bland,More than 1 tsp
kaufmansamantha@yahoo.com,Aaron Peterson,50,Other,No,No,Rarely,Always,Yes,Maybe,Maybe,Important,Automated,Yes,Push remain sometimes left none business after outside pattern which.,More than 1 tsp,N/A,1/2 tsp,1/4 tsp,Too Bland,Perfect,More than 1 tsp,N/A,1/2 tsp,Too Salty
jesus28@stafford-watson.com,Rebecca Dunlap,64,Other,No,Yes,Rarely,Never,Yes,Yes,Maybe,Not Important,Mobile App,Yes,Job song TV continue hot successful woman blood.,Too Bland,Too Bland,1/4 tsp,1/2 tsp,Perfect,1/2 tsp,Perfect,Perfect,Too Salty,More than 1 tsp
garciacathy@williams-mccullough.com,Robert Lewis,49,Male,Yes,Yes,Monthly,Sometimes,Maybe,Yes,Maybe,Not Important,Voice Control,No,Growth couple billion source business result course nature force.,1/2 tsp,Too Salty,N/A,Too Salty,Perfect,N/A,Too Salty,1/2 tsp,Too Salty,Too Bland
samuelsmith@levy.info,Mr. Drew Diaz,32,Male,No,No,Daily,Never,Maybe,Yes,Maybe,Important,Voice Control,Yes,Course never agree buy idea nature industry.,Too Salty,More than 1 tsp,1/2 tsp,1/4 tsp,Perfect,Perfect,Perfect,Too Salty,More than 1 tsp,Too Bland
wwalker@baker.biz,Jennifer Grant,39,Male,Yes,No,Weekly,Always,Yes,No,Maybe,Neutral,Voice Control,Yes,Own enter education least standard.,More than 1 tsp,1/2 tsp,1/2 tsp,Too Bland,N/A,More than 1 tsp,Too Salty,Too Bland,More than 1 tsp,Perfect
garciacarrie@cruz.com,Vincent Price,61,Female,Yes,No,Rarely,Never,Yes,Yes,Maybe,Not Important,Automated,No,Truth sport maybe full window back magazine recent.,1/2 tsp,N/A,Too Bland,More than 1 tsp,1/4 tsp,1/2 tsp,Too Salty,More than 1 tsp,Perfect,1/4 tsp
chadbryant@yahoo.com,Terry Miller,40,Female,Yes,No,Monthly,Sometimes,Maybe,No,No,Not Important,Voice Control,No,Improve race like few final heart financial.,More than 1 tsp,1/2 tsp,More than 1 tsp,1/4 tsp,Too Bland,Perfect,N/A,N/A,N/A,1/2 tsp
gloverstephanie@yahoo.com,Dawn Estrada,65,Male,Yes,Yes,Monthly,Never,No,Yes,No,Not Important,Simple UI,Yes,Financial positive forget page between participant.,Too Salty,Too Salty,More than 1 tsp,Too Bland,N/A,1/4 tsp,More than 1 tsp,Perfect,1/2 tsp,Too Bland
debra39@torres.org,Sydney Jackson,35,Other,Yes,Yes,Not applicable,Always,No,No,No,Important,Automated,No,Away half age while skill tough role herself wall.,More than 1 tsp,More than 1 tsp,More than 1 tsp,Too Salty,1/4 tsp,1/4 tsp,More than 1 tsp,Too Bland,1/2 tsp,1/4 tsp
hernandezashley@cameron.com,Sherry Martin,61,Male,No,No,Not applicable,Always,No,Maybe,Yes,Neutral,Automated,No,New simply performance social PM part argue sit oil lay.,Too Bland,Too Bland,More than 1 tsp,More than 1 tsp,N/A,1/2 tsp,More than 1 tsp,Too Bland,1/4 tsp,1/2 tsp
dmaldonado@reynolds.biz,Renee Weaver,46,Female,No,Yes,Monthly,Never,Maybe,Yes,Yes,Important,Simple UI,No,Pull hold develop side whatever.,1/4 tsp,1/4 tsp,1/2 tsp,1/2 tsp,N/A,1/4 tsp,1/2 tsp,Perfect,Too Bland,Too Bland
nicholsonkatrina@dawson-jackson.com,Thomas Deleon,27,Female,Yes,No,Daily,Sometimes,Maybe,No,No,Not Important,Simple UI,Yes,Back interesting visit stock pick use cell assume officer young.,More than 1 tsp,Too Bland,More than 1 tsp,Perfect,Too Salty,More than 1 tsp,1/4 tsp,More than 1 tsp,1/2 tsp,1/4 tsp
danielle01@yahoo.com,Jon Larson,29,Male,No,Yes,Rarely,Always,Yes,Yes,Maybe,Important,Voice Control,No,Check so debate bring enough teach age.,More than 1 tsp,1/4 tsp,Too Bland,1/4 tsp,Too Bland,More than 1 tsp,More than 1 tsp,More than 1 tsp,Too Bland,Too Bland
howelltyler@johnson.com,Aaron Jimenez,20,Female,Yes,No,Daily,Always,Maybe,No,No,Neutral,Adjustable,Yes,Many realize pattern all create value just shoulder huge.,N/A,Too Salty,More than 1 tsp,Too Salty,Perfect,N/A,N/A,N/A,N/A,Perfect
daniel84@myers.info,Holly Riley,28,Female,No,No,Not applicable,Sometimes,Maybe,Yes,No,Important,Adjustable,No,Feel manage individual house public never.,1/2 tsp,Too Bland,1/2 tsp,Perfect,More than 1 tsp,1/4 tsp,Too Bland,1/4 tsp,Too Salty,Perfect
imitchell@hotmail.com,Emily Hernandez,64,Female,Yes,Yes,Monthly,Always,No,No,Yes,Not Important,Mobile App,Yes,Indeed vote interview treatment tonight shoulder ability inside quality.,1/2 tsp,Perfect,1/4 tsp,Too Salty,1/4 tsp,More than 1 tsp,More than 1 tsp,Too Salty,1/4 tsp,Too Bland
linjennifer@martin-huang.com,Tanya Davis,25,Other,Yes,No,Monthly,Sometimes,No,No,No,Important,Adjustable,No,Law difficult or church moment series whose successful.,Too Bland,Perfect,Too Bland,Too Salty,More than 1 tsp,Too Bland,Too Bland,Perfect,1/4 tsp,1/4 tsp
ageorge@gmail.com,Mrs. Courtney Lewis,30,Female,No,No,Rarely,Never,Maybe,Yes,No,Neutral,Adjustable,Yes,Space brother bed share full east bad game Congress per.,Too Salty,More than 1 tsp,1/4 tsp,Perfect,1/4 tsp,1/4 tsp,1/4 tsp,N/A,More than 1 tsp,Perfect
murphytyler@gmail.com,Jordan Herrera,29,Female,No,No,Not applicable,Sometimes,Yes,Maybe,No,Important,Adjustable,Yes,Able this yard run point history really.,More than 1 tsp,More than 1 tsp,1/2 tsp,N/A,1/2 tsp,1/2 tsp,Perfect,1/4 tsp,Too Salty,N/A
qmorgan@yahoo.com,Brenda Burns,52,Female,Yes,Yes,Rarely,Never,Maybe,No,Yes,Not Important,Voice Control,No,Act pretty against series site reduce statement miss decade.,Too Salty,Perfect,More than 1 tsp,1/2 tsp,1/2 tsp,Too Salty,N/A,1/2 tsp,Perfect,Perfect
uwilkinson@gmail.com,Ross Johnson,55,Other,Yes,Yes,Rarely,Never,Yes,Maybe,Maybe,Important,Voice Control,No,Personal few have spend than support soon.,Too Salty,Too Salty,N/A,1/4 tsp,1/2 tsp,Perfect,Too Salty,Too Salty,1/2 tsp,1/4 tsp
conwayjoseph@hotmail.com,Gary Farrell,54,Female,No,No,Weekly,Sometimes,Yes,No,Maybe,Very Important,Voice Control,No,Laugh history look model present interest her Mrs ground sit.,Too Salty,N/A,Too Bland,Perfect,Too Bland,1/4 tsp,1/4 tsp,Too Bland,Too Salty,More than 1 tsp
theresakent@delacruz.biz,Bradley Summers,29,Female,Yes,No,Monthly,Sometimes,Yes,Yes,No,Neutral,Automated,No,Onto performance evidence measure need a real executive.,1/4 tsp,1/2 tsp,Too Bland,Perfect,1/2 tsp,Too Bland,N/A,1/2 tsp,N/A,1/4 tsp
ryan49@campbell-gray.com,Deborah Fritz,28,Male,No,No,Daily,Always,No,No,Yes,Important,Simple UI,Yes,Soon collection year build rise lawyer.,Perfect,Perfect,Too Salty,Too Bland,Too Bland,1/4 tsp,Perfect,Too Salty,Too Salty,N/A
blacknina@cobb.com,Stacy Duncan,22,Male,Yes,No,Monthly,Sometimes,Yes,Maybe,Maybe,Important,Automated,No,Our item idea choose when save cultural course discussion the.,More than 1 tsp,N/A,More than 1 tsp,Perfect,Perfect,1/4 tsp,Perfect,1/2 tsp,Too Salty,Perfect
harrymorris@hotmail.com,Lacey Ibarra,50,Male,Yes,Yes,Not applicable,Sometimes,No,Maybe,Maybe,Neutral,Mobile App,Yes,Be consumer early nearly begin begin.,Perfect,N/A,Too Bland,1/4 tsp,Too Salty,More than 1 tsp,Perfect,Perfect,Perfect,Too Bland
eric76@yahoo.com,Scott Griffin,39,Female,No,Yes,Monthly,Always,No,No,Maybe,Very Important,Automated,Yes,Offer small ready image mouth big.,1/4 tsp,1/4 tsp,More than 1 tsp,Too Bland,More than 1 tsp,Too Bland,Perfect,Perfect,More than 1 tsp,N/A
zburns@cuevas-dickerson.com,James Price,24,Other,Yes,No,Daily,Always,No,No,Yes,Not Important,Automated,Yes,Artist treatment woman easy around interesting above eye current light.,1/2 tsp,Too Salty,More than 1 tsp,N/A,Too Salty,Perfect,1/2 tsp,1/4 tsp,1/4 tsp,Too Bland
andersonjames@yahoo.com,Madison Cummings,19,Other,Yes,Yes,Not applicable,Sometimes,No,Yes,Yes,Neutral,Automated,Yes,Organization develop art significant themselves about where.,Too Salty,Too Bland,More than 1 tsp,Too Salty,N/A,Too Salty,1/2 tsp,Perfect,More than 1 tsp,Too Salty
daniel11@hotmail.com,Wendy Brown,21,Other,Yes,No,Not applicable,Always,Maybe,No,Maybe,Very Important,Simple UI,No,So choice must month start expect.,N/A,1/2 tsp,1/4 tsp,1/4 tsp,1/4 tsp,Too Bland,More than 1 tsp,N/A,1/4 tsp,1/2 tsp
adamszachary@king-anderson.net,Thomas Gutierrez,36,Female,Yes,No,Not applicable,Never,Yes,Yes,No,Neutral,Mobile App,Yes,Also trip cost perform piece throughout present nature.,Perfect,More than 1 tsp,Perfect,1/2 tsp,Perfect,1/2 tsp,Too Bland,Too Salty,N/A,N/A
janice72@sanchez-rodgers.com,Kara Braun,44,Female,Yes,No,Weekly,Always,Yes,No,No,Very Important,Automated,Yes,Whole catch somebody exactly until performance identify yet clearly.,Too Bland,Too Bland,Too Bland,Perfect,Perfect,Too Bland,1/4 tsp,1/4 tsp,Too Salty,1/2 tsp
brian17@diaz-olsen.com,John Hurley,40,Female,No,No,Not applicable,Always,Yes,No,Yes,Very Important,Mobile App,Yes,Myself always suggest least civil evidence who include with.,1/2 tsp,More than 1 tsp,Too Bland,Perfect,Perfect,1/4 tsp,Too Bland,Perfect,More than 1 tsp,1/4 tsp
vsanders@parker.com,Michelle Edwards,44,Male,Yes,No,Monthly,Never,Yes,Maybe,Maybe,Important,Automated,No,Number key me teach care mind alone police season form.,N/A,1/2 tsp,1/2 tsp,Too Salty,More than 1 tsp,N/A,Perfect,Too Bland,Too Bland,1/2 tsp
hodgesmichael@hotmail.com,Melissa Allen,45,Other,No,No,Rarely,Never,No,Yes,Maybe,Very Important,Mobile App,Yes,Responsibility position white until anyone manager debate else scientist.,More than 1 tsp,Too Bland,Perfect,N/A,N/A,1/2 tsp,Too Salty,1/4 tsp,N/A,Too Salty
coltonmitchell@gmail.com,Megan Townsend,36,Female,Yes,No,Monthly,Sometimes,Maybe,Maybe,Maybe,Neutral,Simple UI,Yes,Allow all sell Republican.,Too Salty,N/A,1/4 tsp,N/A,1/4 tsp,Too Salty,Too Salty,1/4 tsp,Perfect,Too Bland
framirez@yahoo.com,Wendy Myers,44,Female,No,Yes,Not applicable,Sometimes,Yes,No,No,Not Important,Voice Control,Yes,Eight subject game size age nature box.,Too Salty,Too Bland,Too Bland,1/2 tsp,1/4 tsp,More than 1 tsp,More than 1 tsp,More than 1 tsp,Too Salty,More than 1 tsp
qanderson@long-kim.com,Andrew Wells,26,Male,No,No,Not applicable,Sometimes,No,Maybe,Yes,Neutral,Voice Control,Yes,We send hundred seven save.,More than 1 tsp,1/4 tsp,N/A,Perfect,1/2 tsp,1/2 tsp,1/2 tsp,1/4 tsp,1/4 tsp,1/4 tsp
mark94@bush.biz,Joshua Robinson,47,Female,No,Yes,Daily,Sometimes,Maybe,Yes,No,Neutral,Voice Control,Yes,Glass involve everyone all attack what tax.,1/4 tsp,Too Salty,Perfect,Too Salty,N/A,Too Salty,More than 1 tsp,More than 1 tsp,1/2 tsp,1/4 tsp
andrewsmith@boyd-collins.com,Mary Miller,21,Other,No,No,Weekly,Always,Maybe,No,Maybe,Not Important,Mobile App,Yes,Such place most list maintain buy.,Perfect,1/4 tsp,More than 1 tsp,1/2 tsp,1/4 tsp,Too Bland,Too Salty,N/A,More than 1 tsp,N/A
debbieharris@robinson.com,Vanessa Hill,57,Other,No,Yes,Daily,Sometimes,Maybe,Maybe,Maybe,Not Important,Automated,Yes,Better remain person air yard top.,Too Salty,1/2 tsp,Perfect,Too Bland,Perfect,Too Salty,Too Bland,Too Salty,N/A,1/4 tsp
rbrooks@yahoo.com,Michelle Moore,35,Male,Yes,No,Daily,Sometimes,No,No,Maybe,Important,Simple UI,Yes,Meet social with believe early.,Too Bland,Too Bland,More than 1 tsp,Too Bland,Too Salty,Too Salty,Too Bland,1/2 tsp,Too Bland,Perfect
